label-coarse,text
4,how many innings constitute an official baseball game ?
OTHERS,what 's the international radio code word for the letter b ?
OTHERS,what war did the wanna-go-home riots occur after ?
4,how long does a fly live ?
OTHERS,what does a resurrectionist steal ?
4,when are the oscars academy awards in 1999 ?
OTHERS,what was a california prayer book to an old west gambler ?
OTHERS,how do you say 2 in latin ?
OTHERS,what does a man suffering from diphallic terata have ?
3,what nobel laureate was expelled from the philippines before the conference on east timor ?
OTHERS,what money was used here ?
3,what japanese electronics company was named for a coastal city northeast of tokyo ?
OTHERS,what is `` vocal sampling '' ?
4,how many people watch network television ?
4,how many people were executed for abraham lincoln 's assassination ?
3,what russian master spy lived in the u.s. under the name emil goldfus ?
5,where did the inuits live ?
4,how many people are there in the world ?
5,what is the name of the city that maurizio pellegrin lives in ?
OTHERS,what are the baltic states ?
OTHERS,what meter was invented by c.c. magee in 1935 ?
OTHERS,what were the trials called which followed world war ii ?
OTHERS,how can i look up someone 's e-mail address on the internet ?
5,in which state are the mark twain national forests ?
3,what president also became a supreme court justice ?
OTHERS,what does the word terrorism mean ?
3,who was the secretary of war in the civil war during the battle of gettysburg ?
OTHERS,what is the movie jonathan livingstone seagull ?
OTHERS,why is black the color of mourning in the west ?
OTHERS,what is a `` node '' in computer terms ?
4,what year did montana become a state ?
OTHERS,what is a fear of clouds ?
OTHERS,what penalty space lies between baltic avenue and reading railroad on a monopoly board ?
OTHERS,why do people get calluses ?
OTHERS,"what clause in the u.s. constitution may not be changed , altered or amended ?"
4,when did nostradamus believe world war iii would begin ?
OTHERS,describe the finnish music personality salonen 's appearance .
OTHERS,what is meant by the term `` yield to maturity '' in reference to bonds ?
OTHERS,what did the chinese emperor present to the english soldier gordon in recognition of his services in quelling rebellions ?
3,who 's baby was sweet pea on the popeye cartoon ?
OTHERS,what is gymnophobia ?
3,"what company started out making pies , and wound up manufacturing plastic throwing toys ?"
OTHERS,what animals can live the longest without food ?
4,when was the berlin wall erected ?
OTHERS,"why do usa fax machines not work in uk , nnp ?"
5,what 's the nearest star to earth ?
OTHERS,what is the origin of u.s. army sergeant 's stripes ?
5,what country 's people are the top television watchers ?
OTHERS,what is the islamic counterpart to the red cross ?
3,who makes the `` cross-your-heart bra '' ?
4,"on average , how long time does it take to type a screenplay ?"
4,when was the san francisco fire ?
3,"what tv character said ; `` one of these days , alice , pow , right in the kisser '' ?"
5,what man-made waterways is 1.76 miles long ?
OTHERS,what is lung cancer ?
OTHERS,what is the folklore story regarding birds ' nests and birds in christmas trees ?
3,what was michelangelo 's last name ?
OTHERS,how do you get a girl to have sex with you ?
OTHERS,what did the only repealed amendment to the u.s. constitution deal with ?
3,who was lauren bacall 's first husband ?
OTHERS,what ocean liner burned and sank in hong kong harbor ?
3,who became president of the u.s. in 1789 ?
OTHERS,what is d.b. cooper known for ?
OTHERS,which breakfast cereal brought you `` the best each morning '' ?
OTHERS,what are the stars made of ?
5,what country has the best defensive position in the board game diplomacy ?
5,what is the second highest mountain peak in the world ?
5,what is the name of the planet that the ewoks live on ?
3,what monarch signed the magna carta ?
3,who was the first woman golfer to earn a million ?
OTHERS,what is the only animal that can turn its stomach inside out ?
5,where was pythagoras born ?
OTHERS,define cosmology .
3,who was the first governor of west virginia ?
OTHERS,what is the difference between a preface and a foreword ?
4,how many emperors were there in the roman empire ?
4,what is the weight of air ?
OTHERS,what are the urals ?
4,"how many casinos are in atlantic city , nj ?"
OTHERS,what is tumbled marble ?
OTHERS,on what t.v. show could tom terrific be found ?
3,which of the following was rhodes scholar ?
OTHERS,what did the confederate constitution say about slavery ?
5,what countries have the most auto thefts ?
OTHERS,how is easter sunday 's date determined ?
3,"who was the bandleader mentor of ella fitzgerald with whom she cowrote `` a_tisket , a-tasket '' ?"
OTHERS,how can i find out how much it costs to raise a baby for six months ?
OTHERS,what do you get by adding lactobacillus bulgaricus to milk ?
4,how many miles is it from ny to austria ?
3,"what inescapable purveyor of background music celebrated its 5th anniversary in july , 1984 ?"
3,what actor came to dinner in guess who 's coming to dinner ?
4,"what day is august 13 , 1971 ?"
OTHERS,what are the 28 tenses in the english language ?
OTHERS,what does hazmat stand for ?
OTHERS,what causes the body to shiver in cold temperatures ?
4,how many beatles ' records went #1 ?
4,how many people in the world speak french ?
OTHERS,what song served as the closing theme of the johnny cash show ?
4,how much caffeine is in a 16 oz cup of coffee ?
5,what is the nickname for the state of mississippi ?
OTHERS,what is zionism ?
OTHERS,how does the chain of command work inside an us army apache helicopter ?
5,where in the americas is it only 47 miles from the atlantic to the pacific ?
2,cnn is an acronym for what ?
5,where did bill gates go to college ?
4,in what year did hitler gain power of germany ?
5,what state did helen keller call home ?
5,where are the headquarters of eli lilly ?
4,what was einstein 's iq ?
4,when did iraqi troops invade kuwait ?
4,how much did the iran-contra investigation cost ?
OTHERS,what is object-oriented design ?
4,how many states have a `` lemon law '' for new automobiles ?
3,who gave king arthur the round table ?
OTHERS,what is kept in fort knox that is so valuable ?
OTHERS,what were the achievements of richard nixon ?
4,how many engines does a boeing 737 have ?
3,who created the monster in mary shelley 's novel frankenstein ?
OTHERS,ray charles plays which instrument ?
4,how many times can a nickel-cadmium rechargeable battery be recharged ?
4,how many of every 10 members of the rodeo cowboys association have never worked a ranch ?
3,who was the first english circumnavigator of the globe ?
OTHERS,why do we have to go to school ?
3,who did bobby fischer beat to win the world chess championship ?
OTHERS,what is different about the red and black fox ?
4,what can you be fined for having a dog on a beach ?
OTHERS,what is an angelus ?
OTHERS,how does a parachute work ?
5,what city 's theatrical district has been dubbed the roaring forties ?
OTHERS,what are `` darning needles '' and `` horse stingers '' better known as ?
4,when is dick clark 's birthday ?
3,who did sonny liston succeed as world heavyweight boxing champion ?
4,how many teaspoons make up a tablespoon ?
OTHERS,what film did lee marvin win the 1965 best actor oscar for ?
4,what are bottle caps with presidents ' pictures inside worth ?
4,what is the life span of the average monkey ?
5,where is the valley of the kings ?
3,who is the antichrist ?
3,who kept the most famous diary in the english language ?
OTHERS,why was curious george curious ?
2,what is deet ?
3,"what president hit the jogging paths to enhance his athletic image and , sporting no. 39 , almost collapsed during the road race ?"
OTHERS,what caused the death of bob marley ?
OTHERS,what is osteichthyes ?
OTHERS,how do you make a paintball ?
4,how many zeros are there in a trillion ?
3,"what college enlivens hanover , new hampshire ?"
5,what country saw the origin of the asian flu ?
3,who told all in ball four ?
5,where is procter & gamble based in the u.s. ?
5,what country was brian boru an 11th-century king of ?
OTHERS,what is the hub of london ?
3,what kind of women gave sigmund freud erotic dreams ?
5,tell me what city the kentucky horse park is near ?
5,where on the internet can i find a song lyrics database similar to the international lyrics server ?
4,how many colonies were involved in the american revolution ?
5,what is the world 's highest peak ?
OTHERS,what was the first gilbert and sullivan opera ?
3,"who played for the chicago bears , houston oilers and oakland raiders in a 26-year pro football career ?"
OTHERS,what are the three animals in sheila burnford 's the incredible journey ?
OTHERS,what is the purpose of the sysrq key on my computer keyboard ?
OTHERS,what does final four refer to in the sports world ?
OTHERS,what is a leper ?
3,who was monet ?
5,what nevada center has been dubbed the biggest little city in the world ?
4,what was the date of iraq 's invasion of kuwait ?
5,what country in latin america is the largest one ?
OTHERS,what are the snakes of new england ?
OTHERS,what took first prize in omni magazine 's contest to find the `` ultimate unanswerable question '' ?
5,mccarren airport is located in what city ?
